freq,eps1,eps2,n,k
2.0000000000000427e11,24.21261815582804,1.1289257191149284,4.9219609330469485,0.11468552853012826
2.09523809523814e11,24.338360407407315,1.1273048179649248,4.93471003566846,0.11422210614253005
2.1904761904762375e11,24.38437931054908,1.1556354538908058,4.939436423131408,0.11697885087654082
2.2857142857143347e11,24.36231699977484,1.1466175986835243,4.937185659092746,0.11611780584932277
2.380952380952432e11,24.326020864996305,1.069380086583145,4.933336024033991,0.1083830393508154
2.4761904761905292e11,24.329126638158318,0.9444790840344987,4.933388591771466,0.09572726244925746
2.5714285714286267e11,24.38856917082997,0.8210706486750801,4.939178667063116,0.08312367304437861
2.666666666666724e11,24.48165043561682,0.7393778047070846,4.948456739878166,0.07471291614654901
2.761904761904821e11,24.568035575998692,0.7091091056260068,4.957129943563452,0.07152874053211135
2.857142857142918e11,24.615382082847187,0.7091482150051205,4.961901322943497,0.07146360285156783
2.9523809523810156e11,24.617625087276824,0.7027324908744127,4.962116928048018,0.07081279562855564
3.0476190476191125e11,24.597893913778716,0.6617232942519969,4.960071473357391,0.06670620576402223
3.14285714285721e11,24.591374953756215,0.5854737765025506,4.959318090205744,0.05902773121660049
3.2380952380953076e11,24.620401597484676,0.49868652313830736,4.9621480817932815,0.05024909767567869
3.3333333333334045e11,24.682304104837904,0.432549955185551,4.968318666586889,0.043531141633206365
3.428571428571502e11,24.75420029353079,0.4065603018660027,4.975526330017559,0.04085647960844265
3.523809523809599e11,24.806012035896455,0.4191793963983202,4.98074059311018,0.0420806140377418
3.6190476190476965e11,24.816348990088947,0.4475599576970906,4.981802987451737,0.04492030825087231
3.714285714285794e11,24.78692232541792,0.45911133288657535,4.978859265297887,0.04610708659428644
3.809523809523891e11,24.743347078713597,0.4334837077379329,4.974458105979589,0.04357179409847577
3.9047619047619885e11,24.71562855574546,0.37669729593863743,4.971624564717343,0.03788520865035973
4.0000000000000854e11,24.7168449705016,0.3120216160674684,4.971701751677324,0.0313799854544535
4.095238095238183e11,24.74003495591121,0.26070462559818874,4.974003663561677,0.026206911468395662
4.19047619047628e11,24.76831745039244,0.2311012038914408,4.976831121635787,0.023217996013621938
4.2857142857143774e11,24.785956033800677,0.21797160788001138,4.978596796468524,0.021891232254617116
4.380952380952475e11,24.78619726358705,0.2074517482159422,4.978616358015213,0.02083459146970719
4.476190476190572e11,24.77448548887749,0.18576235956174475,4.977431326206472,0.018660603768454145
4.5714285714286694e11,24.76421859412648,0.14828384818470722,4.97638728007944,0.014898701370743575
4.6666666666667664e11,24.766559983022983,0.10184194630923302,4.976610920408587,0.01023194892203525
4.761904761904864e11,24.783100873823795,0.05784379636156516,4.9782655283744015,0.00580958361452022
4.857142857142961e11,24.80725453718265,0.023448815294028882,4.980688076315123,0.0023540388288907266
4.9523809523810583e11,24.83100234722561,-0.0019072305607903501,4.98307091692551,-0.00019119273106199503
5.047619047619155e11,24.850796509600006,-0.023904292388679832,4.9850571397669805,-0.0023973441638571575
5.1428571428572534e11,24.86916743935757,-0.047863031665169885,4.986901001302317,-0.004798633433256112
5.2380952380953503e11,24.891785860240706,-0.07439351399648876,4.989171437606369,-0.007455351111470954
5.333333333333448e11,24.922584885622342,-0.09900423468502877,4.992261343398445,-0.009915742620402302
5.428571428571545e11,24.960658674542536,-0.11537741451006098,4.996076723060104,-0.011546845942760144
5.523809523809642e11,25.00066989136079,-0.1194459109480957,5.000080363900981,-0.011944463228602804
5.619047619047739e11,25.035788111077288,-0.11169957647057273,5.0035891139155515,-0.011162018106539492
5.714285714285836e11,25.061183415035703,-0.09682820359831089,5.00612310284966,-0.009671061661822087
5.809523809523934e11,25.076230369993368,-0.08108807716744294,5.00762297149064,-0.008096539941680062
5.904761904762031e11,25.08408763869013,-0.0689205280674228,5.00840563183467,-0.006880531617929162
6.000000000000128e11,25.088902510337334,-0.06119916457202022,5.008885266909926,-0.006109086448982515
6.095238095238225e11,25.09299936777625,-0.056381829089860294,5.009293620176982,-0.005627751592108128
6.190476190476323e11,25.096393566347935,-0.05313034371307189,5.009632024238272,-0.005302859583738919
6.28571428571442e11,25.09852177059311,-0.05182022642537668,5.009844270997876,-0.005171901385398006
6.380952380952517e11,25.100169745479715,-0.0538538187569152,5.010008940997858,-0.005374725378090121
6.476190476190615e11,25.10381521246134,-0.05973503030813409,5.010373424367879,-0.005961283021038534
6.571428571428712e11,25.112154930857216,-0.06773788044648332,5.011206644074854,-0.0067588071983643895
6.666666666666809e11,25.126091337501247,-0.07436208253343107,5.012597924086807,-0.00741768454598911
6.761904761904907e11,25.143817329511247,-0.07626346982882518,5.014366034281464,-0.007604664005801832
6.857142857143004e11,25.161710310889184,-0.07224879867225878,5.01614928855152,-0.007201797214640621
6.952380952381101e11,25.176453129196737,-0.0639529040247905,5.01761748225696,-0.006373024613163159
7.047619047619198e11,25.186990504490122,-0.05468643317901962,5.018666306250738,-0.005448504523756833
7.142857142857296e11,25.194928251528577,-0.04716226056789207,5.01945628509394,-0.004698171618714657
7.238095238095393e11,25.2030014057842,-0.04176190763752934,5.020259913028309,-0.004159602835096173
7.33333333333349e11,25.21281023732569,-0.0367099783663264,5.021236338982374,-0.0036557832792436353
7.428571428571588e11,25.223654739722466,-0.029937094981743552,5.022315634652209,-0.002980768984835338
7.523809523809685e11,25.23331158583938,-0.02107049231044786,5.023276489802038,-0.002097699670514507
7.619047619047782e11,25.240082901545854,-0.01201417806674823,5.023950141956662,-0.0011961596669558079
7.714285714285879e11,25.24454351894149,-0.00563825351443409,5.024393945497568,-0.0005616316844066535
7.809523809523977e11,25.249554057778205,-0.0035102870254713706,5.0248925510055775,-0.00034993596949792736
7.904761904762074e11,25.258423996484066,-0.004471559041473187,5.025775168576012,-0.00044560657990659435
8.000000000000171e11,25.27267035520431,-0.005172419477467363,5.0271924372517125,-0.000515231535705954
8.095238095238269e11,25.290973860351,-0.002023435077145415,5.0290126649377065,-0.0002019362930142073
8.190476190476366e11,25.309776515187483,0.006781220778152663,5.030881866971196,0.0006732779458714422
8.285714285714463e11,25.3250419582217,0.020155494257057916,5.032399200936318,0.0020019951759817347
8.38095238095256e11,25.334403229923016,0.034447630052585096,5.033329953792393,0.003421475399046069
8.476190476190658e11,25.338610005768217,0.04529200861082289,5.033748595070278,0.0044984192260920175
8.571428571428755e11,25.34113786291282,0.05008506835910219,5.034000030944442,0.004974257909408112
8.666666666666852e11,25.34603042178782,0.04929846352557596,5.034485815692294,0.004895595897838971
8.76190476190495e11,25.35567828641547,0.04570185258919702,5.035443551056421,0.004537456350903047
8.857142857143047e11,25.370086905554405,0.042477711636431034,5.036873815503651,0.004216048610566731
8.952380952381144e11,25.387576286468494,0.04175149585509391,5.038609639686583,0.004142496206647734
9.047619047619241e11,25.405953632814562,0.044128664106916356,5.040433209367754,0.004376805122848006
9.142857142857339e11,25.42343058468084,0.048994449418035484,5.042167058662887,0.004857825734626009
9.238095238095436e11,25.439038325697382,0.05512057672649295,5.043715176383491,0.005463653272036403
9.333333333333533e11,25.452611893186663,0.06120784622096638,5.045061286376951,0.006065491407203348
9.428571428571631e11,25.464585203502317,0.06619174848717557,5.04624841666269,0.006557888420223145
9.523809523809728e11,25.475817098773046,0.06938208750016327,5.047361635897136,0.00687248995645416
9.619047619047825e11,25.487462614292625,0.07061697074815705,5.04851532610215,0.006993245134835725
9.714285714285922e11,25.500714134392656,0.07047741001114094,5.049827573930852,0.00697765277210956
9.809523809524019e11,25.51627765932528,0.07035336490123456,5.051368313913039,0.006963297999747077
9.904761904762117e11,25.533751083888518,0.07204112778470952,5.053097796231501,0.007127959130456791
1.0000000000000214e12,25.551400227933627,0.07681136187946781,5.054844512312849,0.007597362433820965
1.009523809523831e12,25.56677082366897,0.08442196072295359,5.056365821674043,0.008347649457850645
1.019047619047641e12,25.577986259017788,0.09283526042223027,5.057476168601084,0.009177571369981572
1.0285714285714507e12,25.584955275422956,0.09901030285371668,5.058166252402716,0.009786711227928534
1.0380952380952604e12,25.589691493919698,0.10037710505136771,5.0586346837705705,0.00992090212556633
1.0476190476190701e12,25.59552924029309,0.09614990849078536,5.059210867310408,0.009502013332476104
1.0571428571428798e12,25.605674521720076,0.0877890888508115,5.0602119374552466,0.008674016064830597
1.0666666666666896e12,25.621815682229162,0.07843647244787534,5.061805088083833,0.007747452947391429
1.0761904761904993e12,25.643387481421513,0.07161810867722923,5.063934487074905,0.007070967471466056
1.085714285714309e12,25.66779013973635,0.0697371368989528,5.066343112579233,0.006881967050682537
1.0952380952381187e12,25.691568127185413,0.07299048261231462,5.068689681043188,0.007199701218611622
1.1047619047619285e12,25.712106833065445,0.07934922934823437,5.070716251417206,0.007823826719670217
1.114285714285738e12,25.728892237734257,0.08578703511072784,5.072372144049558,0.00845586746914067
1.1238095238095479e12,25.74346546839681,0.09002438793307578,5.073809197308412,0.008871048101875837
1.1333333333333574e12,25.758172119170766,0.09158687975584359,5.07525854319773,0.009022455503832487
1.1428571428571672e12,25.774714603389867,0.09160700935497765,5.076888007749864,0.009021551150350715
1.152380952380977e12,25.793421563439292,0.09179976228184687,5.078730071534478,0.009037260021317984
1.1619047619047869e12,25.813424633213913,0.09340153847340103,5.080699271362018,0.009191388306135648
1.1714285714285967e12,25.833412658727504,0.0966090827330927,5.082666533449943,0.009503362620974643
1.1809523809524062e12,25.8524740609249,0.10069566934983552,5.08454210881601,0.009901720437838336
1.190476190476216e12,25.870554323798064,0.10465116969821303,5.0863205513133165,0.010287106525947798
1.2000000000000256e12,25.888286165134698,0.10788950912918989,5.088064007159954,0.010601831872854616
1.2095238095238354e12,25.906393293611742,0.11053508526090614,5.089843613998148,0.010858036894262332
1.219047619047645e12,25.92515967437192,0.11316577357325223,5.091687334915121,0.011112455494012966
1.2285714285714548e12,25.944312134793396,0.1163057392577521,5.093568405660177,0.011416587619970966
1.2380952380952646e12,25.963300798377517,0.12005747680828834,5.095432868117216,0.011780552640432897
1.2476190476190742e12,25.98171798540407,0.12408158392014086,5.09724069130325,0.012171096341709065
1.257142857142884e12,25.999560764349344,0.12788350969255646,5.098991537294574,0.012539718061555393
1.2666666666666936e12,26.017175828328973,0.13117532687303826,5.100719369958008,0.012858150915221907
1.2761904761905034e12,26.034957852656813,0.13404678035743167,5.102462893464013,0.013135148733126515
1.2857142857143132e12,26.053043734415596,0.13684114996425106,5.104235575620756,0.013404341794183885
1.295238095238123e12,26.07121887154828,0.13985219719768927,5.106016442008175,0.013694550702509243
1.3047619047619329e12,26.08908357283353,0.14306120955344373,5.10776635561292,0.014004020113548914
1.3142857142857424e12,26.10636254551104,0.14608898324345024,5.109458311826079,0.01429569646202159
1.3238095238095522e12,26.123148610983534,0.1484033823604,5.11110130445475,0.014517521440494506
1.3333333333333618e12,26.139897793731695,0.14964317676477226,5.112739874407201,0.014634116325472431
1.3428571428571716e12,26.1571786484633,0.14980840002334417,5.114429606162399,0.014645432032315407
1.3523809523809814e12,26.175395925430397,0.14918020858046754,5.116210082057281,0.014578942886475514
1.361904761904791e12,26.194712049786585,0.14808653389541954,5.1180971651008855,0.014466729412143673
1.3714285714286008e12,26.21518091462115,0.1467441363994502,5.120096057434986,0.014330002940240113
1.3809523809524104e12,26.236929579593543,0.14530396129718084,5.122219069538708,0.01418349839929469
1.3904761904762202e12,26.2601973839907,0.14405315012604653,5.12448947652773,0.014055186586438019
1.4000000000000298e12,26.285135792973325,0.14358833183571695,5.12692201407171,0.014003196828555007
1.4095238095238396e12,26.311466876830192,0.14472961915489563,5.129489580654995,0.014107440211172339
1.4190476190476494e12,26.338304586482504,0.1481094516853086,5.1321058352830144,0.014429533077166
1.4285714285714592e12,26.3643967334734,0.15370298998136003,5.134648806006975,0.014967072665322132
1.438095238095269e12,26.388679196724958,0.16069004763609146,5.137014853212095,0.015640253043038708
1.4476190476190786e12,26.410763251134902,0.1677557240790657,5.13916604244592,0.016321153324248164
1.4571428571428884e12,26.431093771750117,0.17361642565550553,5.1411454929877225,0.016884870444730353
1.466666666666698e12,26.450759669045507,0.17751396355844912,5.143058974928642,0.017257522153278377
1.4761904761905078e12,26.471045986888075,0.1795054996825039,5.145031426052696,0.017444459644607727
1.4857142857143176e12,26.492871802122384,0.18041775380979594,5.147152319754283,0.017525894566219342
1.4952380952381272e12,26.516365291527986,0.18141493648675103,5.14943430290079,0.017614955159656106
1.504761904761937e12,26.540858596280785,0.18335736086211968,5.15181263104709,0.017795345960054804
1.5142857142857466e12,26.565359915304366,0.18634450380599024,5.154191000245597,0.01807691862923347
1.5238095238095564e12,26.58920197198315,0.18975394793047998,5.156504508825128,0.01839941248583027
1.533333333333366e12,26.61243814048805,0.1927273450759665,5.158758121877579,0.018679573565556537
1.5428571428571758e12,26.635767800611962,0.19476967725963115,5.161019489445033,0.018869260840181264
1.5523809523809856e12,26.660066795497855,0.19611679879564647,5.1633734881465,0.01899111689851815
1.5619047619047954e12,26.685775523542585,0.19767235933910876,5.165862938263933,0.019132531540035996
1.5714285714286052e12,26.712473415936532,0.20050000118703207,5.16844734882627,0.01939651548157059
1.5809523809524148e12,26.73894690004927,0.20509764458251384,5.171009440057897,0.01983146815399179
1.5904761904762246e12,26.763814551952944,0.21090881270333886,5.173415564868121,0.020383889504810754
1.6000000000000342e12,26.786346025055334,0.21645644603377073,5.175594841382087,0.020911259216992467
1.609523809523844e12,26.80691836197118,0.22001977057659017,5.177583273418727,0.021247352338238334
1.6190476190476538e12,26.826877740796142,0.2203682883412301,5.1795105069247755,0.0212731046928668
1.6285714285714634e12,26.84804446505186,0.21715672484501714,5.18155212395594,0.020954834367961774
1.6380952380952732e12,26.87221383368999,0.21096406182924346,5.183881433597818,0.020348133791197206
