freq,temperature,eps1,eps2,n,k
0.20000000000000429,10.0,24.01690069675432,-1.405164989237159,4.902798818487416,0.14330233008323523
0.209523809523814,10.0,24.064711397582215,-1.4395771073889825,4.907771534674797,0.14666301163552156
0.21904761904762374,10.0,24.018279428896445,-1.4201121543573858,4.902984051719886,0.14482120881662197
0.22857142857143348,10.0,23.95368723499394,-1.2966242292521262,4.896041372218397,0.1324155711397334
0.2380952380952432,10.0,23.952640247990065,-1.097029135543526,4.895425888617657,0.11204634290289489
0.24761904761905293,10.0,24.044730325859085,-0.8939404290283779,4.904389486636062,0.09113676956777904
0.25714285714286267,10.0,24.203473775656263,-0.7509635183734944,4.920294445337255,0.07631286366257503
0.2666666666666724,10.0,24.37380776894036,-0.6952882941198965,4.937485718117785,0.07040914483748084
0.2761904761904821,10.0,24.499514198692665,-0.713692082199575,4.950223299377821,0.07208685740391518
0.2857142857142918,10.0,24.54661758926912,-0.7597559214136437,4.955047435520369,0.07666484845001849
0.29523809523810157,10.0,24.522634702125103,-0.7751218189370146,4.952651640046179,0.07825321416405812
0.3047619047619113,10.0,24.47545351140286,-0.7252562394961607,4.9478101244699495,0.07329062971811759
0.314285714285721,10.0,24.459795721168845,-0.6227747019278211,4.946085241890979,0.06295632520171882
0.32380952380953076,10.0,24.49998244301158,-0.5119803090646798,4.950015847046623,0.05171501717213165
0.3333333333333405,10.0,24.583098949219043,-0.43549291920190525,4.958329103831121,0.04391528981662549
0.3428571428571502,10.0,24.67431275207695,-0.4138769335973645,4.967499187826157,0.04165848024813492
0.3523809523809599,10.0,24.735090456350594,-0.4398550313103236,4.973635063704924,0.04421866760190785
0.36190476190476967,10.0,24.741373898664804,-0.48113226912663154,4.974305253807985,0.04836175551935719
0.3714285714285794,10.0,24.699850960729894,-0.4963720371312705,4.9701453199444385,0.04993536457972415
0.3809523809523891,10.0,24.6460456071319,-0.46367788402057725,4.964698003185024,0.04669749134016933
0.39047619047619886,10.0,24.61629044566795,-0.39566289939848753,4.9616408814613715,0.03987218229324483
0.40000000000000857,10.0,24.62220143743213,-0.32301003926096256,4.962183063507249,0.03254717078420929
0.4095238095238183,10.0,24.651542029959252,-0.2696478636566344,4.965106180678378,0.027154289741674033
0.419047619047628,10.0,24.683027857362447,-0.2422523498836002,4.968261490840419,0.02437999190765434
0.42857142857143776,10.0,24.699285975721406,-0.23187135612684195,4.969892368331669,0.02332760339080324
0.4380952380952475,10.0,24.695005753014478,-0.22111482579876726,4.969456781088443,0.02224738392335281
0.4476190476190572,10.0,24.67915864690159,-0.19500141429968348,4.967851028353845,0.019626334725691186
0.45714285714286695,10.0,24.66813722146113,-0.15084844732514938,4.966726067857141,0.015185903678218345
0.46666666666667667,10.0,24.673340472742755,-0.09866575346477001,4.967236566794578,0.009931654365360768
0.4761904761904864,10.0,24.694407578551683,-0.051613806618327186,4.969349509547479,0.005193215582760174
0.4857142857142961,10.0,24.722803694360305,-0.016528883754439096,4.972203380497632,0.0016621286871802135
0.49523809523810586,10.0,24.74988697617615,0.00835006832529664,4.974925896981637,-0.0008392153469424291
0.5047619047619155,10.0,24.772611759040487,0.029365883009425078,4.977210108257839,-0.002950034494294631
0.5142857142857253,10.0,24.794031836478368,0.051416405462996924,4.979363261756403,-0.005162949835162306
0.523809523809535,10.0,24.819352461074054,0.07419971188237305,4.98190805993519,-0.007446917023528764
0.5333333333333448,10.0,24.85100920015233,0.09298936008905578,4.985087380225041,-0.009326753273967484
0.5428571428571545,10.0,24.886484344829245,0.10263192111554621,4.988646124746828,-0.010286550553909528
0.5523809523809642,10.0,24.91987774887316,0.101429797012159,4.991991682611483,-0.01015925140314913
0.5619047619047739,10.0,24.945638391756876,0.09245903552440163,4.994569457369482,-0.009255956525740013
0.5714285714285836,10.0,24.962001396766595,0.0817126159460243,4.996205386865508,-0.008177467659840213
0.5809523809523934,10.0,24.97182586776723,0.0742045216615866,4.9971873081644755,-0.007424628804722829
0.5904761904762031,10.0,24.979963370645446,0.07087479737286413,4.998000964706298,-0.007090314495070231
0.6000000000000129,10.0,24.98925796038785,0.06898475760847106,4.998930442576878,-0.006899951739767596
0.6095238095238226,10.0,24.99876916304083,0.06551251611352062,4.999881206986618,-0.006551407263634209
0.6190476190476323,10.0,25.005511656021348,0.060282795408808154,5.00055476803452,-0.006027610755726455
0.628571428571442,10.0,25.007819699647516,0.05627818268514107,5.000785074570018,-0.005626934755837316
0.6380952380952517,10.0,25.007498717382312,0.05714392707102621,5.000753079470335,-0.005713532158348311
